TableID,TableContents,ColumnID,ColumnValue,Description
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),D,"CHANGE PRINCIPAL OFFICE ADDRESS"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),F,"DATE OF FORMATION"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),J,"STATE, JURISDICTION WHERE ACTUALLY FORMED"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),M,"MODIFY PARTNER ADDRESS"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),N,"NAME CHANGE"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),O,"OTHER"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),R,"RESTATED CERTIFICATE"
23,"L/P AMENDMENT & L/P CERT. OF CORRECTION TYPES",AmenType1 - AmenType8 (LP.csv),W,"WITHDRAWAL OF PARTNER"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),0,"UNKNOWN"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),1,"GENERAL PARTNER, RESIDENT OF VIRGINIA"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),2,"OFFICER/DIRECTOR OF A CORPORATE GENERAL PARTNER"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),3,"GENERAL PARTNER OF A GENERAL PARTNER"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),4,"MEMBER OF VIRGINIA STATE BAR, RESIDENT OF VIRGINIA"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),5,"CORP/LLC/RLLP REGISTERED IN VIRGINIA"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),6,"RESIGNED"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),7,"MEMBER/MANAGER OF LLC GENERAL PARTNER"
28,"L/P REGISTERED AGENT STATUS",RA-Status (LP.csv)),8,"TRUSTEE OF A TRUST"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),0,"UNKNOWN"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),1,"MEMBER/MANAGER"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),2,"O/D OF CORP M/M"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),3,"GP OF LP/GP M/M"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),4,"MEMBER OF VSB"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),5,"ENTITY AUTHORIZED IN VIRGINIA"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),6,"RESIGNED"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),7,"MEMB/MGR OF M/MGR OF THE LLC"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),8,"TRUSTEE OF A TRUST"
40,"LLC REGISTERED AGENT STATUS",RA-Status (LLC.csv)),9,"EMP/OFFICER"
